player_id;player_url;fifa_version;fifa_update;update_as_of;short_name;long_name;player_positions;overall;potential;value_eur;wage_eur;age;dob;height_cm;weight_kg;club_team_id;club_name;league_id;league_name;league_level;club_position;club_jersey_number;club_loaned_from;club_joined_date;club_contract_valid_until_year;nationality_id;nationality_name;nation_team_id;nation_position;nation_jersey_number;preferred_foot;weak_foot;skill_moves;international_reputation;work_rate;body_type;real_face;release_clause_eur;player_tags;player_traits;pace;shooting;passing;dribbling;defending;physic;attacking_crossing;attacking_finishing;attacking_heading_accuracy;attacking_short_passing;attacking_volleys;skill_dribbling;skill_curve;skill_fk_accuracy;skill_long_passing;skill_ball_control;movement_acceleration;movement_sprint_speed;movement_agility;movement_reactions;movement_balance;power_shot_power;power_jumping;power_stamina;power_strength;power_long_shots;mentality_aggression;mentality_interceptions;mentality_positioning;mentality_vision;mentality_penalties;mentality_composure;defending_marking_awareness;defending_standing_tackle;defending_sliding_tackle;goalkeeping_diving;goalkeeping_handling;goalkeeping_kicking;goalkeeping_positioning;goalkeeping_reflexes;goalkeeping_speed;ls;st;rs;lw;lf;cf;rf;rw;lam;cam;ram;lm;lcm;cm;rcm;rm;lwb;ldm;cdm;rdm;rwb;lb;lcb;cb;rcb;rb;gk
232402;/player/232402/woo-suk-kim/240002;24.0;2.0;22.09.2023;Kim Woo Suk;??? ???;CB, LM;60;63;275000.0;1000.0;26;04.08.1996;184;74;112115;Gangwon;83.0;K League 1;1;RES;21;;03.01.2023;2026;167;Korea Republic;;;;Right;2;2;1;Low/High;Lean (170-185);No;364000;;;42;28;37;41;61;62;37;26;64;49;26;30;21;21;30;48;40;44;50;58;54;35;60;54;65;22;66;57;30;31;35;56;61;62;59;7;14;12;9;13;;41+2;41+2;41+2;38;38;38;38;38;39+2;39+2;39+2;40+2;42+2;42+2;42+2;40+2;51+2;53+2;53+2;53+2;51+2;54+2;60+2;60+2;60+2;54+2;16+2
236337;/player/236337/jake-turner/240002;24.0;2.0;22.09.2023;J. Turner;Jake Turner;GK;60;63;250000.0;2000.0;24;25.02.1999;194;82;1802;Gillingham;61.0;League Two;4;GK;25;;01.07.2022;2024;14;England;;;;Right;3;1;1;Medium/Medium;Normal (185+);No;456000;;;;;;;;;13;5;13;24;5;7;12;14;25;19;18;29;40;50;48;44;42;27;49;8;21;11;4;32;14;23;9;11;13;60;62;58;60;61;22;20+2;20+2;20+2;18;19;19;19;18;20+2;20+2;20+2;19+2;22+2;22+2;22+2;19+2;19+2;21+2;21+2;21+2;19+2;19+2;20+2;20+2;20+2;19+2;59+2
236465;/player/236465/cameron-mcjannet/240002;24.0;2.0;22.09.2023;C. McJannet;Cameron McJannet;CB, LB;60;63;300000.0;550.0;24;06.09.1998;180;74;445;Derry City;65.0;Premier Division;1;LCB;17;;21.08.2020;2023;14;England;;;;Left;3;2;1;Medium/Medium;Normal (170-185);No;488000;;;53;44;48;57;60;61;56;46;59;50;36;59;43;39;52;52;53;53;60;56;65;50;62;53;64;32;62;56;54;39;41;55;55;66;67;6;10;13;14;8;;52+2;52+2;52+2;52;51;51;51;52;50+2;50+2;50+2;53+2;51+2;51+2;51+2;53+2;57+2;56+2;56+2;56+2;57+2;57+2;60+2;60+2;60+2;57+2;15+2
237139;/player/237139/tashan-oakley-boothe/240002;24.0;2.0;22.09.2023;T. Oakley-Boothe;Tashan Oakley-Boothe;CM, CAM;60;63;325000.0;2000.0;23;14.02.2000;182;68;1926;Blackpool;60.0;League One;3;RES;30;;16.08.2023;2025;14;England;;;;Right;3;3;1;Medium/Medium;Lean (170-185);Yes;593000;;;64;39;60;62;56;57;48;37;45;66;34;62;56;55;64;65;63;65;59;54;52;44;54;60;56;35;57;54;53;59;52;61;57;60;55;13;7;9;14;8;;51+2;51+2;51+2;57;56;56;56;57;58+2;58+2;58+2;59+2;60+2;60+2;60+2;59+2;58+2;60+2;60+2;60+2;58+2;57+2;56+2;56+2;56+2;57+2;15+2
237889;/player/237889/jack-keaney/240002;24.0;2.0;22.09.2023;J. Keaney;Jack Keaney;CB, CDM;60;63;300000.0;500.0;24;18.01.1999;188;78;111132;UCD;65.0;Premier Division;1;LCB;6;;08.07.2019;2023;25;Republic of Ireland;;;;Right;3;2;1;High/Medium;Normal (185+);No;488000;;Long Ball Pass, Aerial;53;53;58;52;58;71;55;49;64;59;46;49;59;63;61;54;55;52;55;55;57;58;70;75;71;58;66;59;48;55;57;58;56;58;53;10;12;9;6;6;;54+2;54+2;54+2;53;53;53;53;53;54+2;54+2;54+2;55+2;57+2;57+2;57+2;55+2;57+2;59+2;59+2;59+2;57+2;58+2;60+2;60+2;60+2;58+2;14+2
239324;/player/239324/madih-talal/240002;24.0;2.0;22.09.2023;M. Talal;Madih Talal;CAM, CM;60;63;325000.0;500.0;25;17.08.1997;178;74;115202;Punjab;2149.0;Super League;1;RCM;8;;12.08.2023;2024;18;France;;;;Right;3;3;1;Medium/Medium;Normal (170-185);No;463000;;;57;55;59;65;49;62;51;55;51;68;49;67;49;45;59;64;61;53;63;57;73;59;57;77;56;52;58;44;52;56;54;60;41;57;55;7;10;12;7;11;;57+2;57+2;57+2;59;59;59;59;59;60+2;60+2;60+2;61+2;61+2;61+2;61+2;61+2;57+2;57+2;57+2;57+2;57+2;56+2;53+2;53+2;53+2;56+2;14+2
242007;/player/242007/corey-whelan/240002;24.0;2.0;22.09.2023;C. Whelan;Corey Allan Ross Whelan;CB;60;63;300000.0;1000.0;25;10.12.1997;185;75;1480;Carlisle United;60.0;League One;3;SUB;17;;01.07.2021;2024;25;Republic of Ireland;;;;Right;3;2;1;Medium/Medium;Normal (185+);No;548000;;;71;35;47;57;58;69;53;34;58;52;31;56;34;37;48;57;72;71;56;54;67;35;75;70;73;32;57;56;47;36;52;54;57;61;59;12;9;10;8;13;;50+2;50+2;50+2;52;50;50;50;52;50+2;50+2;50+2;54+2;51+2;51+2;51+2;54+2;59+2;56+2;56+2;56+2;59+2;59+2;60+2;60+2;60+2;59+2;15+2
242920;/player/242920/tobias-schattin/240002;24.0;2.0;22.09.2023;T. Schättin;Tobias Felix Schättin;LB;60;63;300000.0;1000.0;26;05.06.1997;185;80;1713;Winterthur;189.0;Super League;1;RES;3;;24.06.2021;2025;47;Switzerland;;;;Left;3;2;1;Medium/Medium;Normal (185+);No;458000;;;63;38;51;58;56;67;58;49;42;54;28;58;47;28;45;60;65;62;54;50;58;28;56;69;69;23;62;58;52;52;38;55;56;59;58;11;13;12;8;8;;50+2;50+2;50+2;55;52;52;52;55;53+2;53+2;53+2;56+2;53+2;53+2;53+2;56+2;59+2;57+2;57+2;57+2;59+2;58+2;57+2;57+2;57+2;58+2;15+2
245481;/player/245481/yazeed-al-bakr/240002;24.0;2.0;22.09.2023;Y. Al Bakr;Yazeed Bakr Al Bakr;RB, RWB;60;63;300000.0;3000.0;25;11.11.1997;170;65;113222;Al Hazem;350.0;Pro League;1;RB;13;;03.08.2023;2024;183;Saudi Arabia;;;;Right;3;2;1;Medium/Medium;Lean (170-);No;518000;;;76;27;49;60;55;61;56;24;52;54;19;60;32;35;49;58;74;78;65;53;71;28;66;64;63;24;52;54;50;43;37;50;54;56;57;6;8;6;8;12;;47+2;47+2;47+2;54;50;50;50;54;51+2;51+2;51+2;56+2;51+2;51+2;51+2;56+2;58+2;55+2;55+2;55+2;58+2;58+2;56+2;56+2;56+2;58+2;13+2
251597;/player/251597/dominik-steczyk/240002;24.0;2.0;22.09.2023;D. Steczyk;Dominik Steczyk;ST, RM, LM;60;63;350000.0;1000.0;24;04.05.1999;185;74;874;Ruch Chorzów;66.0;Ekstraklasa;1;SUB;18;;01.07.2023;2024;37;Poland;;;;Right;4;2;1;Medium/High;Normal (185+);No;499000;;;71;60;55;59;28;64;54;62;59;59;59;58;50;41;45;56;74;69;76;59;60;58;72;74;68;58;38;24;57;60;63;59;24;26;22;7;7;8;5;10;;60+2;60+2;60+2;60;60;60;60;60;59+2;59+2;59+2;60+2;54+2;54+2;54+2;60+2;47+2;44+2;44+2;44+2;47+2;45+2;40+2;40+2;40+2;45+2;13+2
259176;/player/259176/aref-al-haider/240002;24.0;2.0;22.09.2023;A. Al Haider;Arif Saleh Al-Haydar;RB, LW, RW;60;63;300000.0;2000.0;26;20.06.1997;173;59;112883;Al Khaleej;350.0;Pro League;1;RES;21;;31.08.2023;2024;183;Saudi Arabia;;;;Right;4;2;1;Medium/Low;Lean (170-185);No;518000;;Rapid;85;50;52;61;52;62;55;50;41;52;47;60;47;42;52;55;89;82;81;50;80;54;59;75;54;50;66;54;55;53;40;54;53;54;50;13;11;14;13;9;;55+2;55+2;55+2;59;57;57;57;59;57+2;57+2;57+2;59+2;55+2;55+2;55+2;59+2;59+2;55+2;55+2;55+2;59+2;58+2;53+2;53+2;53+2;58+2;16+2
261277;/player/261277/james-brown/240002;24.0;2.0;22.09.2023;J. Brown;James Brown;RWB, RB;60;63;300000.0;1000.0;25;04.06.1998;177;77;631;Ross County;50.0;Premiership;1;RB;4;;07.07.2023;2025;25;Republic of Ireland;;;;Right;3;2;1;High/High;Normal (170-185);No;548000;;;73;49;51;56;55;70;53;51;53;56;36;55;33;42;45;52;74;73;70;58;72;52;69;72;69;43;70;52;51;51;44;52;55;57;56;15;12;6;6;12;;55+2;55+2;55+2;56;55;55;55;56;54+2;54+2;54+2;57+2;53+2;53+2;53+2;57+2;58+2;56+2;56+2;56+2;58+2;58+2;58+2;58+2;58+2;58+2;16+2
273036;/player/273036/toby-sims/240002;24.0;2.0;22.09.2023;T. Sims;Toby Sims;RB;60;63;300000.0;2000.0;25;15.10.1997;185;81;112222;Harrogate Town;61.0;League Two;4;RB;14;;05.01.2023;2025;14;England;;;;Right;2;2;1;Medium/High;Normal (185+);No;548000;;Long Ball Pass, Jockey, Slide Tackle;75;40;51;55;54;71;52;39;54;53;36;52;53;33;54;55;78;73;66;55;64;45;75;65;74;36;68;56;48;48;38;50;55;52;56;6;13;9;5;9;;52+2;52+2;52+2;54;52;52;52;54;52+2;52+2;52+2;55+2;52+2;52+2;52+2;55+2;57+2;56+2;56+2;56+2;57+2;58+2;58+2;58+2;58+2;58+2;13+2
273539;/player/273539/luis-armando-castro/240002;24.0;2.0;22.09.2023;L. Castro;Luis Armando Castro Garzón;CDM;60;63;275000.0;500.0;27;02.03.1996;175;70;114580;Delfin;2018.0;Liga Pro;1;SUB;16;;06.01.2023;2023;57;Ecuador;;;;Right;2;2;1;Medium/Medium;Lean (170-185);No;612000;;;59;35;51;54;59;59;41;32;47;63;34;49;38;38;60;61;62;57;52;55;65;45;57;55;62;33;56;59;31;38;35;48;60;63;59;12;6;14;10;11;;46+2;46+2;46+2;49;48;48;48;49;50+2;50+2;50+2;51+2;53+2;53+2;53+2;51+2;57+2;59+2;59+2;59+2;57+2;57+2;59+2;59+2;59+2;57+2;15+2
275003;/player/275003/abel-paredes/240002;24.0;2.0;22.09.2023;A. Paredes;Jesús Abel Paredes Melgarejo;LB;60;63;300000.0;500.0;26;27.05.1997;178;80;116295;Sportivo Ameliano;337.0;Primera División;1;LB;19;;10.07.2022;2028;58;Paraguay;;;;Left;2;2;1;High/Medium;Normal (170-185);No;668000;;;59;25;44;51;59;58;59;24;40;47;28;48;43;34;40;51;62;57;59;57;64;21;52;61;62;24;46;58;42;30;31;44;60;62;63;13;9;8;6;7;;41+2;41+2;41+2;47;43;43;43;47;44+2;44+2;44+2;49+2;46+2;46+2;46+2;49+2;57+2;53+2;53+2;53+2;57+2;58+2;56+2;56+2;56+2;58+2;14+2
275308;/player/275308/edgar-ramon-benitez/240002;24.0;2.0;22.09.2023;E. Benítez;Edgar Ramón Benítez Franco;CB;60;63;275000.0;500.0;26;14.03.1997;183;84;111004;Tacuary;337.0;Primera División;1;SUB;35;;01.01.2023;2023;58;Paraguay;;;;Right;2;2;1;Low/Medium;Normal (170-185);No;612000;;Block;54;25;43;40;58;72;41;22;59;56;18;35;29;25;44;44;55;53;43;49;52;35;71;63;78;20;67;55;29;27;40;43;53;61;64;7;10;6;10;13;;40+2;40+2;40+2;39;38;38;38;39;39+2;39+2;39+2;43+2;44+2;44+2;44+2;43+2;53+2;54+2;54+2;54+2;53+2;55+2;60+2;60+2;60+2;55+2;14+2
275637;/player/275637/marco-krainz/240002;24.0;2.0;22.09.2023;M. Krainz;Marco Krainz;CM;60;63;325000.0;2000.0;26;17.05.1997;179;78;110720;Blau-Weiß Linz;80.0;Bundesliga;1;RCM;4;;31.08.2022;2024;4;Austria;;;;Right;3;2;1;Medium/Medium;Normal (170-185);No;496000;;;65;55;58;60;55;57;44;55;51;65;43;59;48;42;61;63;66;65;52;56;75;59;58;55;56;56;64;49;58;63;49;56;53;62;60;11;11;10;13;15;;58+2;58+2;58+2;59;60;60;60;59;61+2;61+2;61+2;59+2;60+2;60+2;60+2;59+2;57+2;59+2;59+2;59+2;57+2;57+2;57+2;57+2;57+2;57+2;17+2
276195;/player/276195/moritz-hannemann/240002;24.0;2.0;22.09.2023;M. Hannemann;Moritz Hannemann;RW, CF, LW;60;63;325000.0;500.0;25;09.04.1998;188;78;110176;Ulm;2076.0;3. Liga;3;SUB;19;;01.07.2022;2024;21;Germany;;;;Right;3;3;1;Medium/Medium;Normal (185+);No;496000;;;69;58;56;60;46;64;57;58;48;60;55;61;56;43;46;60;70;69;58;57;56;65;62;66;68;55;54;47;58;61;49;57;45;46;44;6;14;6;9;7;;60+2;60+2;60+2;60;60;60;60;60;60+2;60+2;60+2;60+2;57+2;57+2;57+2;60+2;55+2;53+2;53+2;53+2;55+2;54+2;52+2;52+2;52+2;54+2;14+2
277749;/player/277749/abdulsamet-burak/240002;24.0;2.0;22.09.2023;A. Burak;Abdulsamet Burak;CB, CDM, LB;60;63;275000.0;2000.0;27;13.05.1996;183;78;101016;Adana Demirspor;68.0;Super Lig;1;SUB;21;;08.07.2022;2025;48;Turkey;;;;Left;2;2;1;Medium/Medium;Normal (170-185);No;571000;;;61;35;49;53;60;65;53;25;58;52;36;52;49;28;58;55;63;59;54;49;58;57;66;60;66;33;67;58;37;36;40;50;60;62;63;6;15;7;12;13;;47+2;47+2;47+2;48;46;46;46;48;47+2;47+2;47+2;50+2;50+2;50+2;50+2;50+2;57+2;57+2;57+2;57+2;57+2;58+2;60+2;60+2;60+2;58+2;15+2
220956;/player/220956/ryan-johnson/240002;24.0;2.0;22.09.2023;R. Johnson;Ryan Anthony Johnson;CB;60;62;275000.0;2000.0;26;02.10.1996;188;85;112259;AFC Wimbledon;61.0;League Two;4;LCB;6;;01.07.2023;2025;35;Northern Ireland;;;;Left;2;2;1;High/Medium;Normal (185+);No;502000;;;69;24;43;51;59;71;31;21;60;50;20;53;35;22;45;43;66;71;61;55;57;27;74;67;75;25;64;58;35;47;31;55;58;60;59;10;7;10;10;13;;43+2;43+2;43+2;45;44;44;44;45;46+2;46+2;46+2;48+2;48+2;48+2;48+2;48+2;55+2;55+2;55+2;55+2;55+2;56+2;60+2;60+2;60+2;56+2;15+2
227082;/player/227082/darragh-markey/240002;24.0;2.0;22.09.2023;D. Markey;Darragh Markey;CAM;60;62;300000.0;500.0;26;23.05.1997;172;66;1572;Drogheda United;65.0;Premier Division;1;CAM;7;;01.12.2020;2023;25;Republic of Ireland;;;;Right;3;4;1;High/Low;Lean (170-185);No;488000;;Technical, Flair;70;49;58;67;41;52;55;50;41;61;49;67;55;55;50;61;68;71;85;57;81;49;47;62;50;46;44;40;55;62;50;61;40;42;38;9;10;13;6;14;;55+2;55+2;55+2;61;59;59;59;61;60+2;60+2;60+2;61+1;57+2;57+2;57+2;61+1;53+2;50+2;50+2;50+2;53+2;51+2;45+2;45+2;45+2;51+2;15+2
228385;/player/228385/harry-burgoyne/240002;24.0;2.0;22.09.2023;H. Burgoyne;Harry James Burgoyne;GK;60;62;230000.0;1000.0;26;28.12.1996;193;80;127;Shrewsbury Town;60.0;League One;3;SUB;13;;31.01.2020;2024;14;England;;;;Right;2;1;1;Medium/Medium;Normal (185+);No;420000;;;;;;;;;20;15;20;27;20;14;19;18;26;20;32;37;40;53;38;45;44;20;44;14;17;11;8;43;20;45;18;19;20;61;60;60;59;61;34;25+2;25+2;25+2;24;25;25;25;24;26+2;26+2;26+2;25+2;26+2;26+2;26+2;25+2;23+2;24+2;24+2;24+2;23+2;24+2;24+2;24+2;24+2;24+2;59+2
229005;/player/229005/kamil-pajnowski/240002;24.0;2.0;22.09.2023;K. Pajnowski;Kamil Pajnowski;CB;60;62;275000.0;700.0;25;28.01.1998;186;81;114004;Stal Mielec;66.0;Ekstraklasa;1;SUB;4;;01.07.2023;2025;37;Poland;;;;Left;2;2;1;Medium/Medium;Normal (185+);No;392000;;;61;27;40;43;59;70;30;24;58;49;25;33;28;28;46;48;61;61;49;63;71;38;72;65;76;21;60;57;30;36;39;51;57;61;60;14;11;13;10;9;;43+2;43+2;43+2;41;41;41;41;41;42+2;42+2;42+2;44+2;46+2;46+2;46+2;44+2;54+2;55+2;55+2;55+2;54+2;56+2;60+2;60+2;60+2;56+2;17+2
230149;/player/230149/jack-senior/240002;24.0;2.0;22.09.2023;J. Senior;Jack Christopher Senior;LB, LWB, CB;60;62;275000.0;3000.0;26;13.01.1997;173;63;142;Doncaster Rovers;61.0;League Two;4;LB;23;;01.07.2023;2025;14;England;;;;Left;3;2;1;Medium/Medium;Lean (170-185);No;502000;;;77;24;49;57;53;67;57;21;50;54;25;54;46;24;40;52;78;76;77;54;74;27;70;74;67;20;56;53;46;46;25;52;53;55;54;9;7;10;13;7;;45+2;45+2;45+2;52;48;48;48;52;50+2;50+2;50+2;54+2;50+2;50+2;50+2;54+2;58+2;54+2;54+2;54+2;58+2;58+2;56+2;56+2;56+2;58+2;14+2
231942;/player/231942/chan-hee-han/240002;24.0;2.0;22.09.2023;Han Chan Hee;??? ???;CM, CAM, CDM;60;62;300000.0;1000.0;26;17.03.1997;181;75;1474;Pohang Steelers;83.0;K League 1;1;SUB;16;;22.06.2023;2026;167;Korea Republic;;;;Right;3;3;1;High/Medium;Lean (170-185);No;398000;;;67;58;61;62;48;65;62;55;56;63;62;57;63;58;58;63;65;68;76;59;70;60;65;72;64;66;57;55;56;58;50;62;45;43;45;11;10;7;13;14;;59+2;59+2;59+2;61;60;60;60;61;61+1;61+1;61+1;61+1;60+2;60+2;60+2;61+1;58+2;56+2;56+2;56+2;58+2;56+2;53+2;53+2;53+2;56+2;17+2
237098;/player/237098/seung-gyu-han/240002;24.0;2.0;22.09.2023;Han Seung Gyu;??? ???;CM, CAM;60;62;300000.0;1000.0;26;26.09.1996;173;65;982;Seoul;83.0;K League 1;1;LCM;66;;25.03.2022;2024;167;Korea Republic;;;;Right;4;3;1;Medium/Medium;Lean (170-185);No;398000;;;72;55;61;67;46;58;60;53;45;62;42;65;63;57;57;67;69;75;84;60;65;61;55;63;55;59;61;43;58;63;47;61;57;39;38;5;7;6;13;8;;59+2;59+2;59+2;63-1;62;62;62;63-1;63-1;63-1;63-1;63-1;60+2;60+2;60+2;63-1;56+2;55+2;55+2;55+2;56+2;54+2;50+2;50+2;50+2;54+2;14+2
240141;/player/240141/wojciech-hajda/240002;24.0;2.0;22.09.2023;W. Hajda;Wojciech Hajda;CDM, CM;60;62;300000.0;750.0;23;23.05.2000;181;79;114393;Puszcza Niepo³omice;66.0;Ekstraklasa;1;SUB;70;;04.07.2021;2024;37;Poland;;;;Right;3;2;1;Low/High;Normal (170-185);No;428000;;Slide Tackle;63;35;47;61;58;70;35;36;48;57;31;60;31;31;55;57;62;64;76;58;68;40;60;69;70;29;72;57;38;42;37;52;60;59;57;15;7;8;5;9;;48+2;48+2;48+2;51;50;50;50;51;52+2;52+2;52+2;53+2;53+2;53+2;53+2;53+2;57+2;59+2;59+2;59+2;57+2;57+2;59+2;59+2;59+2;57+2;14+2
241341;/player/241341/yuan-zhang/240002;24.0;2.0;22.09.2023;Zhang Yuan;??;CM, CDM;60;62;300000.0;3000.0;26;28.01.1997;184;72;111768;Beijing Guoan;2012.0;Super League;1;SUB;99;;31.07.2023;2026;155;China PR;;;;Right;3;2;1;Medium/Medium;Lean (170-185);No;488000;;Long Ball Pass;71;45;55;63;61;69;40;42;67;61;41;65;44;50;63;58;74;69;75;64;59;55;76;68;70;40;65;67;58;59;44;48;57;62;48;12;12;10;13;9;;58+2;58+2;58+2;58;59;59;59;58;60+2;60+2;60+2;60+2;60+2;60+2;60+2;60+2;59+2;62;62;62;59+2;60+2;63-1;63-1;63-1;60+2;17+2
242286;/player/242286/aaron-drinan/240002;24.0;2.0;22.09.2023;A. Drinan;Aaron John Drinan;ST;60;62;325000.0;2000.0;25;06.05.1998;178;70;1958;Leyton Orient;60.0;League One;3;RES;16;;28.06.2021;2024;25;Republic of Ireland;;;;Right;3;2;1;High/Medium;Normal (170-185);No;593000;;;69;59;49;61;32;65;34;58;60;59;50;61;52;44;44;60;68;70;67;57;69;62;69;76;64;60;52;24;59;51;60;58;33;29;22;8;6;6;8;10;;60+2;60+2;60+2;58;60;60;60;58;58+2;58+2;58+2;58+2;54+2;54+2;54+2;58+2;46+2;45+2;45+2;45+2;46+2;45+2;43+2;43+2;43+2;45+2;13+2
242984;/player/242984/simon-power/240002;24.0;2.0;22.09.2023;S. Power;Simon Power;RW, RM;60;62;300000.0;750.0;25;13.05.1998;177;67;306;Shamrock Rovers;65.0;Premier Division;1;SUB;14;;27.07.2022;2023;25;Republic of Ireland;;;;Right;2;3;1;High/Low;Lean (170-185);No;488000;;Quick Step;87;52;53;61;29;44;56;53;38;52;46;60;59;57;49;59;85;88;72;55;72;53;49;53;44;52;31;24;54;54;52;55;32;29;20;11;11;14;7;9;;55+2;55+2;55+2;60;58;58;58;60;58+2;58+2;58+2;59+2;51+2;51+2;51+2;59+2;47+2;41+2;41+2;41+2;47+2;45+2;36+2;36+2;36+2;45+2;15+2
243321;/player/243321/gyeong-min-kim/240002;24.0;2.0;22.09.2023;Kim Gyeong Min;??? Gyeong Min Kim;ST, RW;60;62;300000.0;2000.0;26;22.01.1997;185;78;982;Seoul;83.0;K League 1;1;RES;19;;05.01.2023;2026;167;Korea Republic;;;;Right;3;2;1;Medium/Medium;Normal (185+);No;398000;;;83;54;38;60;27;61;35;59;55;43;36;61;34;32;29;58;78;87;74;58;55;58;74;64;70;46;32;16;61;42;43;50;40;18;12;12;8;12;13;14;;60+2;60+2;60+2;58;58;58;58;58;54+2;54+2;54+2;56+2;46+2;46+2;46+2;56+2;42+2;37+2;37+2;37+2;42+2;41+2;38+2;38+2;38+2;41+2;17+2
245074;/player/245074/young-eun-choi/240002;24.0;2.0;22.09.2023;Choi Young Eun;??? Young Eun Choi;GK;60;62;220000.0;1000.0;27;26.09.1995;189;78;2056;Daegu;83.0;K League 1;1;SUB;1;;13.07.2018;2023;167;Korea Republic;;;;Right;2;1;1;Medium/Medium;Normal (185+);No;292000;;Footwork;;;;;;;11;6;14;22;8;10;10;13;20;14;21;16;24;52;39;38;53;24;63;6;16;7;6;27;12;32;7;13;14;60;58;51;58;66;19;20+2;20+2;20+2;16;18;18;18;16;18+2;18+2;18+2;18+2;20+2;20+2;20+2;18+2;17+2;20+2;20+2;20+2;17+2;17+2;20+2;20+2;20+2;17+2;59+2
246043;/player/246043/seong-won-jang/240002;24.0;2.0;22.09.2023;Jang Seong Won;??? Seong Won Jang;RWB, RM;60;62;275000.0;1000.0;26;17.06.1997;175;70;2056;Daegu;83.0;K League 1;1;SUB;5;;01.01.2018;2026;167;Korea Republic;;;;Right;3;2;1;Medium/High;Normal (170-185);No;364000;;Long Throw;70;46;52;60;52;64;58;45;38;56;39;61;45;36;51;53;70;70;75;54;74;54;54;75;61;41;58;53;46;45;49;45;51;55;53;13;7;14;15;14;;51+2;51+2;51+2;56;53;53;53;56;53+2;53+2;53+2;57+2;53+2;53+2;53+2;57+2;58+2;55+2;55+2;55+2;58+2;57+2;53+2;53+2;53+2;57+2;17+2
253021;/player/253021/zak-rudden/240002;24.0;2.0;22.09.2023;Z. Rudden;Zak Andrew Rudden;ST;60;62;325000.0;1000.0;23;06.02.2000;187;75;180;Dundee;50.0;Premiership;1;RES;20;;01.06.2022;2025;42;Scotland;;;;Right;3;2;1;Medium/Medium;Lean (185+);No;593000;;;54;60;46;56;25;69;32;60;66;56;55;56;36;36;40;58;55;54;51;56;55;66;67;70;67;58;72;23;62;54;50;54;22;18;14;13;9;15;9;7;;60+2;60+2;60+2;55;58;58;58;55;56+2;56+2;56+2;54+2;52+2;52+2;52+2;54+2;41+2;42+2;42+2;42+2;41+2;39+2;40+2;40+2;40+2;39+2;15+2
255621;/player/255621/dayle-rooney/240002;24.0;2.0;22.09.2023;D. Rooney;Dayle Rooney;LM;60;62;300000.0;500.0;25;24.02.1998;179;74;1572;Drogheda United;65.0;Premier Division;1;LM;16;;06.12.2021;2023;25;Republic of Ireland;;;;Left;2;3;1;High/Medium;Normal (170-185);No;488000;;Whipped Cross, Rapid;71;55;57;57;36;59;62;53;48;56;57;58;57;60;52;57;70;72;57;58;55;58;57;62;58;56;58;22;57;56;48;57;39;41;29;8;8;12;11;10;;57+2;57+2;57+2;59;58;58;58;59;57+2;57+2;57+2;59+2;54+2;54+2;54+2;59+2;50+2;47+2;47+2;47+2;50+2;48+2;44+2;44+2;44+2;48+2;15+2
267728;/player/267728/luka-juricic/240002;24.0;2.0;22.09.2023;L. Jurièiæ;Luka Jurièiæ;ST;60;62;300000.0;3000.0;26;25.11.1996;189;83;110816;CFR Cluj;330.0;Liga 1;1;SUB;2;;22.08.2023;2024;8;Bosnia and Herzegovina;;;;Right;3;2;1;High/Medium;Normal (185+);No;428000;;;59;61;42;52;20;62;33;63;65;49;53;51;51;47;32;50;56;61;53;56;54;63;71;53;73;56;45;12;64;45;60;56;13;19;16;14;14;8;8;15;;60+2;60+2;60+2;53;55;55;55;53;52+2;52+2;52+2;51+2;45+2;45+2;45+2;51+2;36+2;35+2;35+2;35+2;36+2;35+2;36+2;36+2;36+2;35+2;17+2
269329;/player/269329/will-evans/240002;24.0;2.0;22.09.2023;W. Evans;Will Evans;ST, LWB;60;62;300000.0;2000.0;26;01.07.1997;185;82;112254;Newport County;61.0;League Two;4;RS;7;;10.06.2022;2024;50;Wales;;;;Left;3;2;1;High/High;Normal (185+);No;548000;;;72;57;57;59;49;71;59;59;59;58;53;60;57;41;56;58;73;71;57;58;60;59;72;81;69;53;61;51;58;56;45;57;45;50;48;6;12;15;15;6;;60+2;60+2;60+2;60;60;60;60;60;59+2;59+2;59+2;61+1;58+2;58+2;58+2;61+1;58+2;56+2;56+2;56+2;58+2;57+2;55+2;55+2;55+2;57+2;15+2
269830;/player/269830/michal-feliks/240002;24.0;2.0;22.09.2023;M. Feliks;Micha³ Feliks;ST;60;62;325000.0;1000.0;24;19.03.1999;186;84;874;Ruch Chorzów;66.0;Ekstraklasa;1;SUB;19;Radomiak Radom;;2024;37;Poland;;;;Right;3;2;1;High/Low;Normal (185+);No;;;;70;58;50;58;24;65;48;59;56;53;59;58;44;33;39;59;69;70;58;55;55;61;74;54;77;54;44;17;59;59;60;55;20;23;21;14;9;7;9;9;;60+2;60+2;60+2;58;59;59;59;58;57+2;57+2;57+2;57+2;51+2;51+2;51+2;57+2;42+2;40+2;40+2;40+2;42+2;41+2;39+2;39+2;39+2;41+2;15+2
